f.1,f.2,f.3,f.4
2.0576,2.7007,3.0062,6.8537
2.3887,3.103,3.4653,7.8025
1.632,2.0529,2.3407,5.1157
1.9625,2.4258,2.6366,6.1282
1.8976,2.6551,3.3941,7.851
1.9517,2.5064,2.8701,6.7949
2.057,2.7771,3.1781,7.0536
2.439,3.258,3.6941,8.1952
2.0123,2.5125,2.7335,6.3874
2.3802,2.9701,3.2682,7.4963
2.1755,2.9335,3.3059,7.1509
1.5586,2.0416,2.4946,5.8045
1.8101,2.4459,2.8949,6.4539
2.0641,2.7123,2.9412,7.1292
1.6918,2.1408,2.3427,5.4516
2.5439,3.2154,3.5463,8.1308
2.6344,3.4367,3.8485,8.4932
2.4415,2.9686,3.3545,7.4688
1.7567,2.4487,2.9545,6.7922
2.1777,3.0043,3.4401,8.036
1.72,2.1528,2.396,5.5542
2.129,2.695,3.0099,6.8672
2.0827,2.8015,3.1897,6.852
1.8723,2.2544,2.4378,5.7675
2.0327,2.5651,2.8266,6.4079
1.8343,2.5354,3.1268,7.3627
1.9516,2.6004,3.0036,6.6989
2.3759,3.1588,3.5974,8.0398
2.3792,3.177,3.4769,7.9785
2.0189,2.4148,2.6484,6.2154
2.0953,2.6898,3.0104,6.6697
2.4853,3.1574,3.556,7.8154
1.714,2.2657,2.7299,6.1943
2.0193,2.6365,2.9158,7.0525
1.923,2.6597,2.9956,6.6333
1.9302,2.4321,2.7095,6.1689
2.0383,2.6753,3.0242,6.596
2.9043,3.7552,4.2644,9.2383
1.9372,2.3775,2.5636,6.0169
1.9961,2.6536,3.0556,7.3566
2.1883,2.9752,3.3646,7.7444
2.0791,2.5978,2.8901,6.728
2.0472,2.7387,3.1107,6.7459
2.3525,3.0222,3.2661,7.6083
1.9798,2.4716,2.7087,6.2124
2.3369,2.9099,3.2232,7.284
1.6268,2.3322,3.1686,7.0496
1.5944,2.0286,2.3657,5.494
2.152,2.7869,3.0432,7.2941
2.521,3.2619,3.5636,8.4176
1.8754,2.3984,2.6779,6.0005
2.3269,2.9547,3.3133,7.3713
2.3651,3.1348,3.5636,7.6481
1.6706,2.2144,2.6489,6.5084
1.8275,2.5045,2.9009,6.634
2.1912,2.978,3.3586,7.7221
1.7517,2.1836,2.4541,5.5783
2.1354,2.6843,3.0331,6.7676
1.9281,2.5604,2.8187,6.3266
2.247,2.7289,3.0066,6.9166
1.8909,2.6083,3.2657,7.4863
2.3029,3.1652,3.7325,8.5725
1.9801,2.6178,3.0087,6.6349
2.2638,2.9043,3.119,7.4642
2.3594,3.1043,3.3984,7.7684
1.9959,2.3798,2.622,6.101
1.9306,2.5257,2.8472,6.2051
1.8084,2.5325,3.2264,7.3169
1.6476,2.1305,2.3481,5.64
1.9897,2.5843,2.8332,6.7314
2.3926,3.2541,3.6375,8.0799
2.3393,2.9202,3.262,7.3727
2.4565,3.187,3.6077,7.8515
2.6983,3.3962,3.6822,8.5383
1.5406,1.9901,2.2925,5.3971
1.9514,2.5523,2.8893,6.7607
2.1031,2.8331,3.2046,7.1731
1.9504,2.3983,2.7078,6.1403
1.9391,2.4865,2.7097,6.2386
2.2918,2.9073,3.1973,7.2803
1.9021,2.3391,2.6065,5.8795
2.1845,2.9655,3.5999,8.4013
2.1225,3.0242,3.577,7.6413
1.8829,2.3163,2.5133,6.0251
2.0802,2.6802,2.9615,6.7447
2.4608,3.143,3.4959,7.8713
1.8838,2.3766,2.6903,5.9098
2.298,2.8897,3.2896,7.1521
1.8662,2.5695,2.9797,7.1032
1.8607,2.3684,2.601,6.2879
1.8438,2.4925,2.7924,6.2343
2.2125,2.9327,3.2749,7.3234
2.0849,2.5766,2.9144,6.4824
2.4082,2.945,3.1751,7.4863
2.3267,3.0434,3.361,7.5152
1.6774,2.2342,2.7709,6.61
1.9609,2.6644,3.1506,7.204
2.3149,3.1372,3.597,8.1987
1.7746,2.3132,2.5287,5.8432
2.1681,2.7931,3.0635,7.0446
2.2095,2.9454,3.2881,7.2506
1.8182,2.1584,2.4242,5.5083
1.5081,2.0811,2.6649,5.922
2.2255,3.0003,3.4099,8.194
1.9531,2.4714,2.7313,6.4295
2.3468,2.9922,3.315,7.677
2.218,3.0144,3.4173,7.3793
2.1598,2.678,3.0408,6.7109
2.184,2.7814,3.0419,6.9458
1.8802,2.6246,3.3307,7.9103
1.6056,2.0634,2.3574,5.4355
1.982,2.578,2.9174,6.6676
2.1226,2.8356,3.2245,7.0733
1.855,2.232,2.3878,5.7705
2.1587,2.8342,3.1309,7.01
2.5991,3.343,3.7077,8.2917
1.7809,2.4,2.9156,6.6772
2.1784,2.9408,3.4295,7.8443
2.1004,2.8843,3.1847,7.32
1.8825,2.3014,2.5084,5.9421
2.0754,2.6456,2.9342,6.6348
2.4229,3.0676,3.4307,7.6524
1.8035,2.3008,2.6205,5.6817
1.718,2.3202,2.7214,6.5751
1.8941,2.6086,2.9698,6.846
2.2707,2.8882,3.2038,7.492
2.2853,3.0576,3.4496,7.581
2.6754,3.5143,3.9704,8.689
1.8856,2.2606,2.4527,5.7844
2.3014,2.7922,3.0708,7.072
1.7841,2.5059,3.0459,6.7641
1.8076,2.3151,2.6381,6.0737
1.9802,2.6376,3.0126,6.6315
2.2467,2.8991,3.15,7.3813
1.7907,2.2706,2.5138,5.6872
2.1592,2.7216,3.0368,6.7929
2.7379,3.5869,4.0545,8.7834
1.9376,2.4872,2.9449,6.8119
1.9567,2.5939,2.8553,6.703
2.3458,3.0855,3.3788,7.9105
1.983,2.4792,2.7415,6.2905
2.3727,2.971,3.3143,7.4729
2.2861,3.044,3.4548,7.4243
2.08,2.5178,2.7198,6.4025
1.6499,2.2862,2.9196,6.9088
2.0341,2.803,3.3147,7.8285
1.5514,2.0255,2.3082,5.1524
2.3736,3.0974,3.5077,7.8238
2.3652,3.1236,3.41,7.8128
2.2204,2.7014,2.9597,6.8833
2.1848,2.8596,3.2032,7.039
1.9078,2.693,3.5562,8.1379
1.8833,2.521,2.9756,6.6875
2.1693,2.8457,3.1136,7.4824
2.0413,2.8278,3.168,7.0052
1.7545,2.1165,2.3531,5.4267
1.9536,2.4839,2.802,6.175
2.3082,2.9184,3.3138,7.2207
1.7251,2.2682,2.6565,6.3113
2.1528,2.8483,3.2414,7.6599
2.319,3.1432,3.5504,8.0352
2.1925,2.7314,3.0664,7.004
2.0771,2.8036,3.2173,6.8342
2.389,3.0703,3.3153,7.7047
1.7735,2.1491,2.3469,5.4585
1.7537,2.3457,2.8127,6.7133
1.8622,2.5811,3.0057,6.7004
1.8177,2.2963,2.5943,5.9359
1.9155,2.4591,2.6553,6.2608
2.7349,3.4815,3.796,8.81
2.0683,2.6406,2.9412,6.5686
2.5027,3.165,3.5475,7.8617
2.0179,2.8628,3.6089,8.0192
1.8231,2.2678,2.4663,6.0718
1.9478,2.5569,2.8263,6.5103
2.3147,3.0111,3.3323,7.6157
1.9458,2.4149,2.7079,6.0894
2.3146,2.8818,3.2585,7.1986
1.9598,2.631,2.9045,6.4616
1.6486,2.1802,2.5321,6.0138
2.2168,3.0176,3.4465,7.8067
2.5952,3.4972,3.9372,8.9121
1.8548,2.3239,2.6463,5.8492
2.2132,2.7389,2.973,6.9614
2.3206,2.9875,3.3035,7.4241
2.0794,2.4802,2.7651,6.309
1.7473,2.409,2.895,6.3965
2.1284,2.9165,3.3827,7.5485
1.7817,2.2556,2.4293,5.7999
2.1354,2.7013,2.9359,6.8906
2.068,2.7648,3.0786,6.8086
2.1638,2.5863,2.8907,6.5879
2.375,2.9851,3.378,7.4065
1.9037,2.623,3.3025,8.1459
1.6935,2.2288,2.5349,5.8832
2.0979,2.7669,3.0987,7.1939
2.2015,2.9869,3.3655,7.4641
2.1176,2.6379,2.9734,6.6793
2.0161,2.6238,2.8626,6.5356
2.3786,3.0447,3.3471,7.5912
1.474,1.9347,2.3325,5.4963
1.8465,2.4465,2.8458,6.6423
2.2409,3.119,3.6101,7.8218
2.1024,2.6111,2.8224,6.7412
2.2662,2.9233,3.2203,7.3325
2.6322,3.3591,3.7304,8.3918
2.0752,2.6359,2.9759,6.5327
1.8794,2.6101,3.3562,7.6447
2.0585,2.8393,3.2412,7.6272
1.7683,2.1605,2.3726,5.6955
1.7705,2.3488,2.6459,5.8375
2.1685,2.8287,3.1835,7.026
1.7787,2.2259,2.5394,5.5472
2.4846,3.0517,3.2853,7.7359
1.927,2.7056,3.3033,7.5664
1.9932,2.5769,2.9028,6.8581
2.1716,2.8986,3.2663,7.3781
2.5255,3.3343,3.7471,8.3964
1.6981,2.1111,2.2868,5.3456
2.1242,2.6407,2.8908,6.6603
2.1956,2.8507,3.1752,7.0386
1.6739,2.1873,2.5958,6.1089
1.8041,2.4616,2.8692,6.3392
2.078,2.749,2.9906,7.1121
2.2021,2.776,3.0427,7.0646
2.5905,3.2602,3.607,8.2273
2.2911,3.1371,3.5643,7.6084
2.0704,2.5149,2.8581,6.3253
1.8086,2.4332,2.8129,6.6614
2.1742,2.9182,3.2766,7.7371
1.7988,2.3249,2.6031,5.8931
2.182,2.8103,3.1516,7.0719
2.2606,3.0026,3.4093,7.3641
2.0464,2.481,2.6954,6.319
1.9347,2.5483,2.8392,6.2658
2.2743,3.1812,3.8388,8.8236
1.8435,2.3213,2.6402,6.0374
2.2663,2.8992,3.2899,7.4115
2.17,2.8475,3.0895,7.1491
1.9946,2.4007,2.6139,6.1533
2.1827,2.7442,3.0402,6.8632
2.524,3.1601,3.5346,7.8692
1.4767,2.0241,2.5727,5.6972
1.8235,2.443,2.7643,6.6566
1.9533,2.6809,3.0046,6.8873
1.7103,2.0853,2.3012,5.4118
2.1776,2.839,3.1962,7.05
2.5961,3.3425,3.7768,8.278
2.0218,2.4648,2.6718,6.2568
1.847,2.5053,3.09,7.4588
1.9323,2.7144,3.1992,7.1117
1.9618,2.5277,2.8539,6.5443
2.1057,2.8079,3.1914,7.0026
2.3669,3.0466,3.3044,7.7188
1.7097,2.108,2.3252,5.3245
2.103,2.6025,2.899,6.5297
1.6983,2.3798,3.0384,6.8856
2.1492,2.7741,3.2244,7.4328
2.0647,2.7775,3.083,7.0376
2.4779,3.2807,3.6235,8.2881
2.1162,2.6905,3.0067,6.7394
2.5046,3.1685,3.5661,7.8917
2.3402,3.1666,3.6231,7.6606
1.5765,1.9967,2.2474,5.5792
1.8379,2.4102,2.6947,6.3793
2.1758,2.8553,3.1639,7.4127
1.6954,2.1607,2.4273,5.4345
2.0886,2.6558,2.9956,6.6378
2.5386,3.2831,3.57,8.1948
2.3368,2.8128,3.0789,7.1561
1.9365,2.6696,3.2205,7.355
2.3291,3.1937,3.6864,8.455
1.8883,2.3623,2.6784,6.0755
2.1946,2.7251,2.9347,7.0288
2.0055,2.704,3.0137,6.6458
1.9495,2.3855,2.653,6.0262
2.0647,2.6619,3.0044,6.5583
1.9299,2.6887,3.3212,7.5416
1.6434,2.1557,2.3889,5.5824
2.4357,3.1856,3.5127,8.1725
2.5237,3.3859,3.7825,8.417
2.1611,2.6028,2.9248,6.6388
2.1102,2.7768,3.178,6.7839
2.439,3.0939,3.3844,7.7284
1.7389,2.282,2.6278,6.1489
2.1083,2.783,3.1441,7.3056
2.0962,2.8887,3.2898,7.1707
2.0674,2.6092,2.9621,6.569
2.0855,2.6614,2.8708,6.6997
2.4033,3.0364,3.3138,7.6238
1.8986,2.3555,2.6172,5.9077
1.8366,2.5008,3.1673,7.3693
2.0836,2.8949,3.4632,7.7117
1.9397,2.4161,2.6042,6.3839
2.0133,2.6516,2.9223,6.6831
2.3952,3.1111,3.4388,7.8159
2.0188,2.5225,2.8263,6.3254
2.3862,2.9812,3.3679,7.423
1.6508,2.3382,2.9268,6.7297
1.6171,2.0434,2.2832,5.49
1.8217,2.3956,2.6843,6.1552
2.6241,3.4332,3.8373,8.7174
2.0846,2.6462,3.0047,6.6083
2.4045,2.9909,3.2413,7.5732
2.4844,3.2041,3.536,7.9545
1.8191,2.4167,2.9251,6.9781
1.8598,2.5935,3.0565,6.6777
2.2531,3.1007,3.5543,7.8744
1.7361,2.1619,2.351,5.5302
2.121,2.6512,2.9118,6.726
2.044,2.7261,3.0627,6.6816
1.9549,2.3899,2.6951,6.0053
2.0385,2.8239,3.5401,7.908
2.3599,3.1744,3.5204,8.5957
1.9385,2.5461,2.8112,6.4664
2.3445,3.0496,3.3667,7.7139
2.3978,3.2131,3.6028,7.9136
1.95,2.317,2.6169,5.9156
1.9499,2.4555,2.6643,6.1569
1.8714,2.5523,3.0308,7.2439
1.7001,2.1666,2.4303,5.7004
2.0537,2.6447,2.9558,6.8334
1.9229,2.6463,3.0236,6.4694
2.2159,2.7213,2.939,6.9401
2.3405,3.005,3.3115,7.4806
2.7151,3.4464,3.8303,8.5695
1.6649,2.1657,2.5391,5.7996
2.0732,2.7295,3.1394,7.1338
2.1487,2.843,3.1045,7.2649
1.9833,2.414,2.6388,6.2254
1.9625,2.574,2.8836,6.3572
2.3439,3.0221,3.3989,7.4657
1.9512,2.4461,2.7859,6.0679
1.8315,2.4551,2.8184,6.8315
2.3046,3.1925,3.6182,8.1981
2.054,2.532,2.8139,6.5524
2.2768,2.919,3.285,7.3176
2.6423,3.367,3.8131,8.3734
1.8079,2.2877,2.483,5.7299
2.2375,2.8036,3.0698,7.0244
1.6704,2.3706,3.163,7.2067
1.8139,2.3907,2.7945,6.5451
1.8795,2.5908,2.9979,6.5699
2.1632,2.8718,3.114,7.3668
1.6355,1.9902,2.1742,5.1033
2.4534,3.0178,3.3345,7.652
2.2798,3.0457,3.4446,7.4349
1.7049,2.2683,2.8477,6.5686
1.914,2.561,2.8989,6.8886
2.273,3.0325,3.3656,7.9573
1.8772,2.4182,2.6962,6.1134
2.2615,2.8991,3.2446,7.2805
2.335,3.0879,3.5004,7.5722
1.8523,2.1812,2.3613,5.6195
1.4986,2.0611,2.5304,5.7737
1.8787,2.5696,2.9957,6.9067
2.0228,2.6085,2.9577,6.6906
2.4287,3.142,3.5556,7.9563
2.2714,3.0331,3.3354,7.5307
2.1895,2.6895,2.9625,6.8118
2.3104,2.9608,3.3125,7.332
1.9703,2.7699,3.5821,8.2672
1.6475,2.1615,2.529,5.6031
1.9497,2.5097,2.7119,6.54
2.069,2.7406,3.008,6.9073
1.9379,2.3644,2.6046,6.0443
1.963,2.5529,2.8679,6.3011
2.8028,3.5947,4.0604,8.8636
1.8575,2.4639,2.8522,6.9198
2.242,2.9791,3.3436,8.0335
2.0996,2.9473,3.3489,7.3431
1.871,2.2928,2.5651,5.8748
2.0595,2.6537,3.0093,6.5816
2.3327,2.9254,3.1702,7.3816
1.7734,2.2068,2.434,5.5372
1.7729,2.3947,2.8641,6.715
1.9576,2.6998,3.1265,7.0296
1.9036,2.4167,2.7361,6.2312
2.2304,2.9597,3.2497,7.3903
2.6532,3.4515,3.8021,8.6231
2.0056,2.4505,2.7337,6.19
2.4346,2.9971,3.3747,7.5019
1.9548,2.7518,3.3935,7.4408
1.8876,2.3875,2.6178,6.3241
2.0817,2.721,3.0108,6.9456
2.4206,3.1367,3.4828,7.928
1.8373,2.3885,2.7109,5.8926
2.2384,2.8716,3.2682,7.0751
2.153,2.8101,3.0589,6.9751
1.7512,2.2953,2.7736,6.7876
1.9676,2.67,3.1211,7.1375
2.3611,3.191,3.6276,8.3165
2.0598,2.6308,2.9756,6.684
2.3442,2.9382,3.1611,7.529
2.1896,2.9374,3.2557,7.2333
2.1463,2.6487,2.9389,6.6645
1.7017,2.3848,3.1109,7.0593
2.0934,2.9187,3.5168,8.0181
1.5489,1.9281,2.0984,5.0226
1.9308,2.4351,2.6651,6.2701
2.5309,3.2888,3.6552,8.2302
2.258,2.7076,3.0368,6.907
2.1142,2.8059,3.2137,6.8351
1.8999,2.6393,3.2759,7.7964
1.8023,2.3622,2.6811,6.2498
2.1758,2.8622,3.2074,7.43
2.1194,2.9246,3.3254,7.2075
1.8711,2.2774,2.5868,5.7913
1.9805,2.4866,2.7156,6.2567
2.3248,2.9063,3.2088,7.2836
1.4506,1.9417,2.3413,5.3113
2.2289,2.9926,3.4849,7.9322
2.3615,3.2565,3.7523,8.1902
2.1608,2.6686,2.8525,6.9102
2.1752,2.8448,3.1237,7.0922
2.558,3.2909,3.6371,8.2016
1.9298,2.3413,2.6206,5.916
1.8556,2.5,3.0653,7.1284
1.8163,2.508,2.8275,6.4929
1.8076,2.2762,2.489,5.9037
1.9553,2.5599,2.8435,6.4216
2.2986,2.9711,3.3162,7.4192
2.2116,2.8393,3.2256,7.0115
2.5299,3.1607,3.4265,7.9534
2.0754,2.9072,3.5134,8.1658
1.8512,2.2918,2.5578,6.1063
1.9289,2.5601,2.9011,6.4277
2.327,3.0537,3.4507,7.6295
1.8386,2.2569,2.4471,5.7443
2.2238,2.7418,3.0102,6.9275
2.1458,2.8274,3.1674,6.9386
1.7116,2.2506,2.6585,6.1846
1.9165,2.5906,2.999,6.7014
2.6332,3.4581,3.7604,8.9582
1.8219,2.2973,2.5447,5.7893
2.2898,2.8825,3.2119,7.2325
2.3517,3.0933,3.4983,7.5811
2.1699,2.6266,2.9929,6.6032
1.5993,2.2061,2.7332,6.4648
2.0023,2.743,3.1869,7.5801
1.8309,2.3736,2.6507,6.1651
2.1767,2.8253,3.1476,7.2341
2.0262,2.7973,3.188,6.8195
1.7433,2.0971,2.2566,5.3804
2.3221,2.9321,3.2198,7.3359
1.9851,2.7615,3.567,8.4372
1.839,2.429,2.8225,6.4185
2.2315,2.9599,3.3778,7.6578
2.2787,3.0238,3.2901,7.6873
2.1602,2.6564,2.8983,6.8073
2.02,2.6966,3.0258,6.6156
2.4209,3.1559,3.5469,7.765
1.4767,1.9362,2.3674,5.3939
1.8015,2.3444,2.6109,6.3526
1.8535,2.5193,2.8216,6.4037
2.1528,2.6648,2.9549,6.8503
2.3445,3.0188,3.3944,7.5294
2.7158,3.4674,3.9238,8.5975
1.9549,2.4682,2.7032,6.1735
1.8719,2.561,3.1268,7.3843
2.0763,2.891,3.3707,7.622
1.8547,2.3002,2.5902,5.9982
1.9626,2.5817,2.9448,6.422
2.2215,2.8208,3.0344,7.1604
1.8403,2.2478,2.4534,5.7078
2.1946,2.6942,2.9771,6.7885
1.9535,2.7866,3.4794,7.603
2.0673,2.7152,3.1324,7.1295
2.1369,2.839,3.1002,7.2537
2.503,3.2808,3.5873,8.3296
1.8251,2.285,2.5407,5.7464
2.2474,2.8129,3.1513,7.0343
2.3143,3.0208,3.4271,7.3977
1.7057,2.2068,2.5023,6.1705
1.7662,2.4037,2.7223,6.1818
2.1268,2.8592,3.1915,7.2869
1.8558,2.3845,2.6797,5.9831
2.6761,3.418,3.8614,8.5159
2.4292,3.2305,3.5485,7.9764
1.9818,2.3411,2.5749,6.0006
1.88,2.5094,2.949,6.843
2.2467,3.0054,3.434,7.9194
1.744,2.2644,2.5932,5.6772
2.0819,2.6404,2.8714,6.7111
2.1584,2.8393,3.1474,7.0345
2.0238,2.4591,2.7423,6.2208
1.9956,2.6123,2.963,6.3957
1.7897,2.263,2.4979,6.1099
2.1959,2.819,3.0945,7.4495
2.1422,2.9097,3.2591,7.2563
2.053,2.5335,2.8273,6.4467
2.2098,2.8499,3.2246,7.05
2.4638,3.089,3.3416,7.7858
1.5606,2.1024,2.5521,6.0007
1.9438,2.6185,3.0345,7.1234
2.1001,2.8851,3.2863,7.4028
1.835,2.2509,2.538,5.811
1.7297,2.2617,2.4765,5.6415
2.6159,3.3602,3.6963,8.3943
2.1357,2.6567,2.9615,6.6558
1.9616,2.6892,3.3949,7.8883
2.0786,2.9395,3.5179,7.6533
2.0285,2.584,2.813,6.75
2.182,2.8666,3.1638,7.2398
2.5276,3.2772,3.6358,8.2243
1.6971,2.111,2.3875,5.2866
2.1314,2.659,3.025,6.6114
1.7054,2.3574,2.8553,6.7094
1.7006,2.1533,2.41,5.7726
2.2028,2.9368,3.3135,7.4429
2.5995,3.4289,3.8549,8.6215
2.2098,2.7812,3.1651,6.9582
2.4673,3.0421,3.2731,7.7346
2.206,2.9658,3.2917,7.2705
1.653,2.1254,2.4708,5.8811
1.8879,2.5192,2.8911,6.5664
2.2389,2.98,3.3741,7.6298
1.7289,2.1759,2.3572,5.533
2.109,2.6497,2.8983,6.7025
2.1899,2.8495,3.1705,7.0516
2.4887,3.016,3.383,7.6074
1.9762,2.7677,3.4081,7.4673
2.3224,3.1562,3.5171,8.3685
1.8817,2.3526,2.5855,6.0654
2.2823,2.8741,3.18,7.3241
2.2489,2.991,3.374,7.3489
2.1157,2.5846,2.9338,6.4989
2.1669,2.7184,2.9646,6.8174
1.9951,2.7369,3.2425,7.7448
1.6623,2.2301,2.5451,5.6741
2.0409,2.7136,3.0618,6.8606
2.5527,3.493,3.9816,8.5533
2.0471,2.4346,2.6441,6.2748
2.1122,2.7101,3.0115,6.7275
2.5241,3.201,3.5805,7.9417
1.613,2.1596,2.7216,6.2426
2.0219,2.7225,3.2596,7.4369
1.9246,2.6443,2.931,6.758
1.9134,2.4048,2.6156,6.196
2.0485,2.6713,2.9576,6.6792
2.3899,3.0751,3.427,7.6624
1.7021,2.1091,2.3896,5.2762
1.9029,2.5577,3.07,7.5439
2.1659,2.9567,3.3972,7.975
2.0762,2.607,2.886,6.8564
2.0284,2.7341,3.0942,6.7782
2.4463,3.2315,3.6465,8.0063
1.9775,2.4741,2.6816,6.2411
2.3504,2.9302,3.2129,7.3651
1.7405,2.481,3.1705,7.1016
1.7128,2.1879,2.506,5.8442
1.9168,2.5419,2.9027,6.483
2.1677,2.7961,3.0223,7.187
2.044,2.6039,2.8752,6.5279
2.4835,3.1407,3.492,7.8524
2.5205,3.318,3.7425,8.1277
1.8958,2.5473,3.151,7.2632
1.9752,2.6886,3.0362,7.0627
2.3329,3.1446,3.4901,8.1215
1.7733,2.1675,2.4109,5.5656
2.1781,2.6964,3.0243,6.826
1.9817,2.6849,3.0807,6.5058
1.7974,2.1622,2.3237,5.52
1.6222,2.1992,2.5903,6.0877
2.3946,3.2363,3.6738,8.6274
1.9888,2.5906,2.917,6.5618
2.4021,3.1145,3.5053,7.8316
2.3878,3.1207,3.3853,7.8152
1.9781,2.3382,2.5501,6.0178
1.9746,2.5488,2.8452,6.3007
1.9299,2.665,3.2367,7.4391
1.7556,2.2775,2.6164,5.9104
2.0376,2.6049,2.8122,6.7702
2.0229,2.7111,2.997,6.7509
1.9507,2.403,2.6611,6.0922
2.5293,3.2431,3.6442,8.0297
2.8893,3.6712,4.1555,9.0605
1.6524,2.1487,2.4246,5.7216
2.0673,2.7054,3.0121,7.0877
2.1892,2.9509,3.3063,7.4231
2.0692,2.5548,2.8617,6.5122
2.079,2.7403,3.1228,6.719
2.3629,3.005,3.2769,7.5275
1.9778,2.4522,2.709,6.1537
1.6779,2.3236,3.0356,7.1644
1.7874,2.5499,3.0905,6.7455
1.9866,2.488,2.8458,6.4847
2.1153,2.7026,2.913,6.9238
2.4911,3.1668,3.4443,8.0544
1.9359,2.4042,2.6628,6.0562
2.3472,2.9191,3.2629,7.3073
1.8228,2.5715,3.3829,7.6364
1.8331,2.346,2.5882,6.405
1.807,2.4607,2.7586,6.2244
2.1889,2.9278,3.2514,7.3863
1.6972,2.1037,2.3593,5.3178
2.0867,2.6015,2.9389,6.5126
2.3397,3.0688,3.3596,7.5977
1.7909,2.3485,2.775,6.686
2.0454,2.7534,3.1688,7.2977
2.4036,3.224,3.6395,8.3444
1.9119,2.5145,2.8686,6.2477
2.2345,2.8468,3.0897,7.1981
2.2818,3.0109,3.3316,7.443
1.9457,2.3212,2.5831,5.9132
1.6423,2.2584,2.7852,6.2514
2.0091,2.7548,3.2375,7.3046
1.7223,2.1805,2.3771,5.6504
2.5009,3.176,3.4834,8.1336
2.2754,3.1092,3.5098,7.5953
2.2687,2.831,3.1917,7.0779
2.3433,3.0652,3.4977,7.489
2.0273,2.8034,3.3334,8.1225
1.6218,2.0573,2.2779,5.3789
2.015,2.5845,2.858,6.6735
2.1488,2.8384,3.1767,7.0952
1.9715,2.3934,2.6971,6.0882
1.8537,2.3947,2.61,5.9639
2.2194,2.8228,3.1004,7.0406
1.9523,2.5887,3.0301,7.0593
2.3514,3.1305,3.5687,8.2655
2.3424,3.2433,3.7074,8.0717
1.973,2.3817,2.5645,6.1663
2.1925,2.758,3.0276,6.9495
2.5469,3.191,3.5399,7.9956
1.8295,2.3357,2.6431,5.7758
1.8882,2.5754,3.1052,7.0161
1.9765,2.7015,3.0131,6.9968
1.9346,2.4364,2.6715,6.2985
1.9379,2.5822,2.8936,6.3934
2.8049,3.6654,4.1171,9.0687
2.1469,2.6405,3.0072,6.6158
2.4573,2.9955,3.262,7.5847
1.7551,2.4872,3.2232,7.2566
1.874,2.4456,2.8262,6.6024
2.0618,2.7795,3.1816,7.1124
2.4114,3.2212,3.6537,8.1304
1.8848,2.3976,2.5921,6.0583
2.2521,2.8432,3.1049,7.1618
2.3056,3.0112,3.3445,7.4384
1.4759,1.8945,2.2754,5.432
1.9642,2.6676,3.1472,6.9361
2.3061,3.0481,3.3277,7.9398
1.9359,2.4169,2.647,6.1866
2.3472,2.9431,3.2512,7.4629
2.2713,3.028,3.4149,7.4166
2.1578,2.6406,2.9929,6.626
1.752,2.3915,2.8736,6.8776
2.1213,2.8832,3.2938,7.8526
1.6036,2.0342,2.2769,5.2114
2.0002,2.5545,2.8627,6.4814
2.1089,2.7858,3.1605,6.8667
2.252,2.6947,2.9185,6.9139
2.2942,2.9349,3.2487,7.2923
2.0802,2.8903,3.5951,8.3855
1.9726,2.5823,2.9717,6.8014
2.3368,3.0736,3.4944,7.9166
2.0454,2.8168,3.1313,6.9627
1.8606,2.2627,2.4932,5.7751
2.019,2.5863,2.8979,6.4164
2.3825,3.0237,3.4106,7.4828
1.5568,2.0937,2.5455,5.6346
1.8518,2.4328,2.6656,6.4756
2.4101,3.2447,3.5746,8.2727
2.3024,2.86,3.1416,7.3365
2.1872,2.9275,3.2999,7.1823
2.6104,3.4141,3.8523,8.393
1.8002,2.1621,2.3319,5.5183
1.8599,2.4496,2.8207,6.8249
1.9511,2.6717,3.0427,6.8781
1.8648,2.3249,2.5969,6.0053
2.0531,2.6598,3.005,6.6487
2.2968,2.8936,3.123,7.3412
1.6953,2.1636,2.3906,5.3877
2.5439,3.2107,3.5706,7.9944
2.1357,3.0089,3.6438,8.1425
1.9523,2.4459,2.7874,6.4217
1.9779,2.5797,2.8186,6.5431
2.3658,3.0531,3.3499,7.7139
1.9606,2.4216,2.6938,6.1138
2.3451,2.9073,3.2646,7.2789
2.133,2.881,3.2961,6.9736
1.5285,2.05,2.5201,6.1233
1.7774,2.4272,2.8399,6.5828
2.1126,2.8699,3.2531,7.535
1.9831,2.5139,2.8401,6.3804
2.4205,3.0805,3.4901,7.7375
2.4133,3.0967,3.3433,7.7844
2.1869,2.6155,2.8464,6.6899
1.6363,2.2895,2.9055,6.53
2.059,2.8578,3.3913,7.749
1.8752,2.4749,2.8292,6.3288
2.1526,2.7715,2.9852,7.1434
2.0719,2.8081,3.1081,6.9435
1.761,2.1066,2.3296,5.3925
1.9568,2.4631,2.7645,6.1333
2.0708,2.8805,3.7486,8.6399
1.7595,2.2871,2.5469,6.0181
2.1717,2.8337,3.1283,7.3625
2.2833,3.0649,3.419,7.679
2.1666,2.674,2.9899,6.7937
2.1585,2.8422,3.2331,6.9639
2.4365,3.0952,3.3686,7.7528
1.5322,1.9836,2.3201,5.5494
1.9082,2.501,2.8523,6.7401
1.8541,2.5729,2.9529,6.421
1.8289,2.2998,2.6071,5.8363
2.2998,2.957,3.2284,7.4239
2.6829,3.4121,3.759,8.5433
2.0856,2.6478,2.9675,6.5748
1.972,2.7172,3.3781,7.7554
2.1778,3.0534,3.6114,7.9774
1.8608,2.2792,2.4378,6.0004
1.8966,2.4842,2.7327,6.2294
