f.1,f.2,f.3,f.4
2.1555,2.8108,3.1037,7.0498
1.8477,2.4517,2.7912,5.9845
1.893,2.4802,2.765,6.6298
2.2223,3.0529,3.4209,7.5894
2.167,2.7665,3.1301,6.8631
1.5041,2.0156,2.4068,5.599
2.0213,2.7786,3.1635,7.0579
2.3174,3.034,3.3122,7.5818
1.9689,2.3664,2.6339,6.0123
1.9366,2.7193,3.2304,6.9796
2.0125,2.6176,2.8908,6.5992
1.8588,2.3651,2.6738,5.8689
1.7577,2.4535,2.9724,6.9817
2.053,2.7333,3.0864,6.8851
2.0553,2.5784,2.9388,6.4481
2.2433,2.9395,3.2353,7.266
1.9893,2.6841,3.0699,7.0182
1.568,1.9809,2.1484,5.0108
2.4694,3.2399,3.6085,7.9906
1.9191,2.6635,3.2316,7.1212
1.9915,2.5547,2.8061,6.5383
2.1448,2.942,3.3356,7.1555
1.9486,2.438,2.655,6.1188
1.5438,2.0231,2.338,5.3818
2.4413,3.3012,3.7546,8.2571
2.0822,2.7634,3.0789,6.8071
1.5423,2.0399,2.5121,5.761
1.9129,2.5929,2.8532,6.6479
2.0086,2.5836,2.8568,6.4846
2.1995,2.8309,3.2158,6.9759
2.1985,3.0528,3.5177,8.1467
2.0868,2.7444,3.0859,6.8689
1.9749,2.4212,2.6191,6.1529
1.6888,2.4101,3.0291,6.6839
1.9506,2.6565,3.0438,6.6888
1.8616,2.2876,2.52,5.8059
2.4257,3.1325,3.5323,7.715
1.8329,2.4638,2.7657,6.388
1.896,2.4022,2.6797,6.0744
2.1681,2.9171,3.3311,7.0837
2.0031,2.6692,3.0945,7.3762
1.8734,2.4268,2.7359,6.1251
2.2894,2.9938,3.2546,7.478
2.1178,2.7564,3.0767,6.7947
1.7137,2.181,2.4939,5.6741
1.9343,2.5947,2.8764,6.4363
2.4103,3.0892,3.4769,7.6429
1.6506,2.2311,2.7219,6.4761
2.2289,3.0629,3.477,7.9156
1.8477,2.4522,2.808,6.023
1.763,2.1735,2.4037,5.4744
2.146,3.02,3.611,7.9216
2.2191,2.8848,3.1186,7.3515
1.7712,2.2062,2.4516,5.5428
1.7859,2.5131,3.2319,7.2142
1.8555,2.4695,2.7417,6.3037
1.8943,2.3834,2.6703,5.9942
2.3079,3.1073,3.4269,7.6319
1.9707,2.6378,3.0204,6.9146
1.8885,2.4355,2.7723,6.089
2.2755,2.9648,3.2768,7.3536
1.6728,2.3483,2.9064,6.4048
1.9025,2.3531,2.5627,6.1003
2.3141,3.0617,3.4333,7.5539
2.31,2.933,3.3443,7.2351
1.6861,2.2266,2.4904,5.7276
2.1438,2.9002,3.2603,7.1723
1.8201,2.3233,2.529,5.8057
1.8683,2.4408,2.824,6.6055
2.1636,3.0085,3.4517,7.4217
2.1888,2.8292,3.1191,7.0535
1.8079,2.2393,2.5272,5.599
1.8518,2.5326,2.9159,6.9011
2.1566,2.909,3.2795,7.2349
2.1931,2.7998,3.1884,6.935
1.8002,2.5682,3.3224,7.4937
1.9431,2.5471,2.8983,6.5408
1.6592,2.0711,2.2335,5.2521
2.1244,2.757,3.0601,6.8197
2.081,2.8544,3.3567,7.4672
1.8632,2.277,2.4819,5.8755
2.0572,2.7789,3.148,6.7728
1.6723,2.2736,2.6838,6.369
1.7119,2.2372,2.5061,5.6823
2.6088,3.4897,3.9547,8.5673
2.0779,2.6862,2.9791,6.6495
1.8403,2.397,2.7458,6.2488
2.1045,2.8237,3.1016,7.053
2.1656,2.7796,3.1045,6.8963
1.4234,1.8669,2.2276,4.95
2.29,3.0538,3.3623,7.7551
2.1598,2.8146,3.161,6.962
2.0182,2.4733,2.6734,6.261
1.9678,2.7501,3.1463,7.003
1.9754,2.5509,2.8866,6.365
2.1129,2.6203,2.8832,6.5933
1.9165,2.7087,3.6092,8.2071
1.9331,2.6313,2.9328,6.6947
1.8229,2.2645,2.5216,5.7338
2.1259,2.8439,3.2477,6.9104
1.7928,2.417,2.7777,6.4639
2.0707,2.7257,3.0924,6.7944
2.4262,3.1813,3.4536,7.928
1.6925,2.301,2.7952,6.4517
1.8285,2.3278,2.64,5.9936
1.9611,2.6448,2.9338,6.5222
2.4729,3.1936,3.5924,7.8745
1.7504,2.2278,2.452,5.853
2.2956,3.0334,3.3743,7.613
2.0624,2.7183,3.0996,6.6481
1.6576,2.2049,2.5832,6.0804
2.0222,2.7997,3.1878,7.0051
2.3227,2.9229,3.1829,7.385
1.9141,2.457,2.7659,6.0742
2.106,2.9529,3.4621,7.5458
1.9901,2.6488,2.9214,6.5973
1.7158,2.0744,2.3247,5.2574
1.9924,2.7549,3.1903,7.3687
2.1565,2.8256,3.1459,7.1541
1.9972,2.5459,2.8923,6.3181
2.3584,3.0518,3.3695,7.5587
1.6477,2.2556,2.6847,5.9408
1.6759,2.1105,2.2957,5.4125
2.3768,3.1847,3.5745,7.8126
1.8154,2.5439,3.3669,7.5301
1.6811,2.1545,2.4036,5.5346
2.1865,2.9057,3.281,7.1802
1.9476,2.4929,2.7066,6.2256
2.0496,2.6951,3.0775,7.2006
2.209,3.1028,3.5608,7.5841
2.0596,2.6075,2.8672,6.5309
1.5535,2.0701,2.5056,5.6952
2.0227,2.7163,2.9833,6.9854
1.8707,2.4883,2.7904,6.1345
2.0433,2.5034,2.8506,6.278
2.0375,2.8018,3.2054,7.3034
2.1589,2.8116,3.1643,7.053
1.7958,2.2974,2.5248,5.7269
1.7982,2.5433,3.1423,7.0687
2.1773,2.9184,3.3517,7.298
2.0665,2.5531,2.7817,6.4822
2.2398,3.0089,3.3942,7.3334
1.9649,2.6318,2.9019,6.8847
1.6639,2.0566,2.2775,5.2316
2.1696,2.8042,3.1727,6.9072
1.6743,2.3324,2.9601,6.7345
1.919,2.5143,2.8584,6.4679
2.1326,2.8764,3.1588,7.1434
2.0536,2.5921,2.8892,6.4623
1.5736,2.1017,2.4845,5.49
2.4594,3.309,3.6697,8.3205
2.3208,3.0632,3.4653,7.5184
1.62,2.1058,2.4279,5.9686
1.9526,2.7034,3.0623,6.8016
2.0712,2.7166,3.0717,6.7206
1.8289,2.3202,2.5526,5.7893
2.3152,3.2389,3.7986,8.5646
1.9585,2.5366,2.7633,6.3989
1.9212,2.3589,2.6213,5.9568
1.807,2.5556,3.225,7.1016
1.9749,2.5971,2.8704,6.667
1.9118,2.4097,2.7247,6.0224
2.3622,3.0544,3.3475,7.5847
1.9429,2.6323,3.0171,6.7782
2.0073,2.5627,2.9136,6.4286
2.0706,2.782,3.0794,6.8352
1.6885,2.2834,2.7118,6.2008
1.9599,2.4877,2.6934,6.3748
2.4657,3.2225,3.5765,8.0038
2.1116,2.8211,3.2204,6.857
1.5593,1.981,2.2343,5.3134
1.9598,2.6565,3.0068,6.6176
2.366,2.9842,3.2442,7.518
1.6694,2.264,2.8025,6.3958
2.2386,3.1052,3.5876,7.8904
1.985,2.5515,2.8215,6.3947
1.9324,2.3706,2.6763,5.9529
1.7053,2.3799,2.7187,6.219
2.2679,3.0067,3.3423,7.5431
1.8991,2.3816,2.7023,5.9407
1.8394,2.5563,3.1324,7.3226
1.8703,2.543,2.8967,6.3772
1.8552,2.3338,2.531,5.9025
2.5349,3.3908,3.8001,8.2929
2.0621,2.7432,3.1858,7.1693
1.7774,2.27,2.5129,5.7124
2.2586,2.9864,3.3728,7.3178
1.6946,2.3281,2.7403,6.3591
1.6631,2.0772,2.3191,5.3467
2.3186,3.1405,3.5962,7.6351
2.2417,2.84,3.1169,7.0892
1.8497,2.4393,2.7762,6.2854
2.2369,2.9463,3.1967,7.4274
1.8239,2.3908,2.6783,5.8858
1.7437,2.367,3.0279,6.8398
2.1446,2.9695,3.354,7.5776
2.272,2.985,3.3548,7.4211
1.646,2.0181,2.2007,5.1054
1.8579,2.5542,2.9955,6.8173
1.866,2.4809,2.8317,6.174
2.1716,2.6845,2.9631,6.7795
1.8107,2.6,3.3812,7.3306
1.8995,2.4663,2.674,6.3741
1.7737,2.2302,2.4691,5.6156
2.2319,2.9127,3.2935,7.1452
2.0547,2.8068,3.1934,7.3149
1.9407,2.4154,2.7026,6.1506
2.213,2.8852,3.1457,7.1777
1.8024,2.4572,2.9638,6.8969
1.7247,2.3067,2.6473,5.758
2.0874,2.7883,3.0858,6.8975
2.2027,2.8341,3.2045,6.9877
1.8474,2.3463,2.5782,6.1702
2.1121,2.8799,3.2446,7.0875
2.1836,2.8385,3.2338,6.9654
1.5016,1.9315,2.1834,5.1874
2.4627,3.2912,3.6913,8.3198
2.0858,2.7272,2.9758,6.7834
2.0768,2.5971,2.8866,6.4898
1.9458,2.7686,3.3655,7.3527
1.9566,2.5266,2.7749,6.4414
1.7467,2.2274,2.5119,5.5347
1.943,2.7257,3.433,8.0827
2.1235,2.8825,3.262,7.342
1.8911,2.3148,2.6278,5.8735
2.0043,2.6756,2.9883,6.5583
1.7972,2.4398,2.8563,6.4053
2.0418,2.6067,2.8175,6.6215
2.5255,3.3125,3.6755,8.1961
1.7332,2.3933,2.9669,6.5612
1.8131,2.3032,2.5288,5.9427
2.1321,2.863,3.2237,7.0337
2.084,2.6349,2.8638,6.6014
1.8027,2.3444,2.6586,6.0597
2.3307,3.1379,3.5638,7.7559
2.1057,2.7323,3.0256,6.7712
1.7502,2.3481,2.8096,6.4269
1.9655,2.7106,3.0085,6.8049
2.302,2.9153,3.2549,7.2956
2.0472,2.5474,2.9107,6.3387
2.1665,2.9252,3.2618,7.6491
1.9384,2.6152,2.9582,6.4276
1.6877,2.0496,2.2158,5.2134
1.5435,2.1801,2.8338,6.3798
2.201,2.9506,3.3867,7.5599
1.9236,2.479,2.7392,6.2017
2.37,3.1422,3.5435,7.6877
1.7435,2.3344,2.6403,6.1902
1.8123,2.2855,2.5429,5.8289
2.3689,3.2507,3.7287,7.8591
1.8734,2.6013,3.2228,7.4287
1.7266,2.1917,2.4892,5.6051
2.166,2.7953,3.0222,7.0402
1.9183,2.4938,2.7824,6.1547
1.6986,2.2371,2.5908,5.8516
2.3536,3.179,3.5148,7.932
2.2481,2.8326,3.1786,7.0654
1.5608,2.0691,2.3783,5.5768
2.0656,2.8185,3.1693,7.1058
1.983,2.6466,3.0168,6.4741
2.0887,2.5363,2.7967,6.4219
2.074,2.9003,3.3769,7.3724
2.1289,2.7583,3.0144,6.9526
1.967,2.5042,2.8078,6.2193
1.9426,2.7513,3.3954,7.52
1.6932,2.2297,2.4584,5.6179
2.0577,2.5589,2.8627,6.4347
2.2543,2.9544,3.2235,7.3166
1.9294,2.6227,3.056,7.0762
1.6833,2.1462,2.4385,5.4103
2.0994,2.7263,3.0009,6.7861
1.9154,2.6607,3.3815,7.6231
2.0578,2.636,2.8725,6.866
2.165,2.9893,3.3753,7.299
2.1258,2.7397,3.1202,6.7364
1.6555,2.1788,2.4708,5.7027
2.1224,2.8678,3.2371,7.1367
2.2306,2.9366,3.2003,7.2841
1.6272,2.0895,2.4285,5.744
2.0838,2.8455,3.2519,7.1384
2.0729,2.6261,2.874,6.6189
1.7639,2.2592,2.5493,5.5855
2.2804,3.1317,3.5109,8.2032
2.0965,2.7295,3.0438,6.8278
2.0505,2.5341,2.8771,6.346
1.8223,2.5597,3.0662,6.9294
2.0272,2.7068,3.059,6.8232
1.6577,2.0383,2.22,5.1743
2.5826,3.3186,3.7112,8.2027
1.9714,2.7214,3.1773,6.846
1.9657,2.4945,2.7276,6.3047
2.1953,2.9604,3.3384,7.2164
1.5046,2.0369,2.5018,6.0556
1.8916,2.4498,2.7535,6.2923
2.4191,3.237,3.6666,7.9871
2.1732,2.8107,3.1046,6.9709
1.6797,2.1495,2.4822,5.7529
1.8993,2.5705,2.8353,6.4272
1.979,2.5466,2.8426,6.3266
1.7767,2.4271,3.0613,6.8133
2.2885,3.1253,3.5014,8.0286
2.0105,2.6436,2.9952,6.5252
1.8794,2.3033,2.4839,5.8382
1.882,2.6183,3.035,6.8821
2.4796,3.2736,3.6961,8.1984
1.7686,2.2022,2.4251,5.538
1.8673,2.6121,3.2449,7.2893
1.8756,2.4849,2.7267,6.3203
1.9061,2.3894,2.6556,6.0164
2.0329,2.7719,3.1728,6.6976
2.0544,2.7199,3.0586,7.1049
1.9468,2.483,2.8016,6.2315
2.341,3.024,3.3093,7.5349
1.7185,2.4019,2.8966,6.4124
1.7167,2.1855,2.4956,5.5453
2.3677,3.1378,3.4606,7.7673
2.3777,3.0303,3.4008,7.5019
1.7301,2.3095,2.6183,6.1571
2.2081,3.0088,3.3624,7.5582
1.936,2.4901,2.8281,6.1589
1.4449,1.9002,2.2814,5.4635
2.1148,2.9611,3.4198,7.4206
2.1647,2.8082,3.0657,7.0475
1.7722,2.1873,2.4468,5.4945
1.9522,2.7042,3.2224,7.1552
1.8167,2.4155,2.6916,6.0321
2.2407,2.8241,3.1916,7.0367
1.9019,2.6724,3.2524,7.6258
2.0428,2.6634,2.958,6.8565
1.802,2.3216,2.6355,5.7569
2.1693,2.8325,3.1204,7.0083
1.7847,2.4564,2.8493,6.3557
1.9235,2.3371,2.5185,6.0325
2.2307,2.9582,3.3117,7.2655
1.8585,2.5453,3.1112,6.9863
1.8162,2.3353,2.5786,5.9634
2.2755,3.0004,3.3722,7.4098
2.1298,2.7576,3.0334,6.8356
1.9152,2.4779,2.8004,6.4223
2.2367,3.0636,3.5035,7.4849
2.2002,2.8084,3.0767,7.0121
1.4125,1.8925,2.3501,5.3564
1.9038,2.5691,2.8317,6.6657
2.2585,2.9648,3.2996,7.3813
2.2368,2.8032,3.1762,6.9745
1.9144,2.7122,3.1902,7.1408
1.9509,2.541,2.8591,6.3974
1.714,2.1309,2.3192,5.3795
2.0369,2.8605,3.6489,8.3632
2.111,2.8979,3.347,7.2608
1.8789,2.3042,2.5383,5.8669
2.2244,2.9347,3.3232,7.176
1.8565,2.4601,2.7246,6.5683
1.6954,2.2168,2.4716,5.5407
2.5537,3.4208,3.8771,8.3457
1.7905,2.4401,2.8951,6.7094
1.9257,2.4684,2.774,6.3216
2.0573,2.7637,3.0347,6.8358
2.1201,2.7359,3.0522,6.7623
1.8601,2.3729,2.7307,6.1508
2.3634,3.083,3.3948,7.7645
2.0528,2.6998,3.0615,6.6176
1.6901,2.2199,2.5293,6.0199
2.0393,2.806,3.1679,7.0006
1.9941,2.542,2.8926,6.309
1.9876,2.4798,2.7228,6.2192
2.0738,2.8899,3.452,7.8108
2.0427,2.6947,2.9339,6.8336
1.8481,2.2454,2.4879,5.7088
1.5665,2.2427,2.9559,6.3644
2.1794,2.9092,3.2428,7.4644
2.0534,2.663,3.0047,6.6132
2.4067,3.14,3.4367,7.7926
1.7342,2.3433,2.7138,6.0956
1.7949,2.2761,2.5894,5.7455
2.0253,2.6848,2.986,6.6148
1.9767,2.7359,3.426,7.7618
1.6827,2.1343,2.3177,5.4717
2.2025,2.9015,3.2244,7.199
2.0342,2.6575,3.021,6.5095
1.7304,2.252,2.5138,5.9326
2.3628,3.2631,3.6984,8.0079
2.2035,2.7783,3.0214,6.9781
1.7093,2.2688,2.6666,6.1424
2.2268,3.0352,3.4596,7.6333
1.9064,2.5541,2.8491,6.282
1.6868,2.0625,2.3308,5.1837
2.1017,2.8703,3.2184,7.3805
2.2018,2.8483,3.1815,7.1363
1.9256,2.4859,2.8481,6.109
1.6772,2.3708,3.0812,7.1771
1.7808,2.376,2.6979,6.0767
2.1461,2.647,2.8483,6.7729
2.2866,3.0846,3.4606,7.5334
2.0131,2.7789,3.3047,7.356
1.7529,2.2093,2.4281,5.6252
2.2462,2.9348,3.2971,7.2424
1.5616,2.1574,2.6121,6.0739
2.1285,2.775,3.109,7.1232
2.4189,3.2989,3.7565,8.0485
2.1369,2.6501,2.9249,6.658
1.6054,2.1145,2.448,5.4459
2.0094,2.6644,2.8908,6.7139
2.313,3.0257,3.3692,7.4721
1.7344,2.2488,2.6755,6.1462
2.0301,2.7655,3.0813,6.9524
2.1159,2.733,3.0664,6.7917
1.8422,2.3041,2.5055,5.7861
1.9912,2.7448,3.1365,7.1623
2.1136,2.8174,3.2176,6.9356
2.0166,2.499,2.7546,6.2907
1.9233,2.7195,3.3105,7.3031
2.0575,2.7049,2.9574,6.9001
1.6174,2.0041,2.2435,5.044
2.5738,3.3521,3.8231,8.1953
1.9359,2.6082,2.989,6.9771
2.0203,2.5652,2.8666,6.5418
2.0551,2.7743,3.05,6.8352
1.5898,2.1711,2.6913,6.2192
1.6533,2.1549,2.4661,5.4833
2.4732,3.2508,3.5789,8.1213
2.1824,2.8925,3.275,7.0697
1.6895,2.1493,2.3773,5.7081
2.0695,2.7903,3.1278,6.9448
2.1251,2.7289,3.1006,6.7396
1.8038,2.4484,2.9278,6.6897
2.3398,3.2431,3.7028,8.1572
1.9833,2.5286,2.7371,6.3623
1.9211,2.3424,2.5951,5.917
1.8887,2.651,3.1113,6.7824
1.9641,2.5564,2.8064,6.4439
1.9872,2.4476,2.7516,6.1538
1.9947,2.7295,3.188,7.6109
1.8923,2.5612,2.8907,6.3861
1.9492,2.4906,2.8312,6.18
2.0811,2.7863,3.1042,6.825
2.1887,2.9156,3.3346,7.5231
1.9042,2.4324,2.6653,6.1177
2.3729,3.1278,3.5074,7.6828
1.6709,2.3669,3.1571,6.9123
1.6108,1.9937,2.1839,5.2241
1.8719,2.5347,2.8664,6.2167
2.235,2.8277,3.0718,7.0857
1.7912,2.3673,2.717,6.2293
2.287,3.1021,3.5196,7.7218
1.879,2.4237,2.6819,6.0239
1.5258,2.0257,2.462,5.6583
2.2711,3.0879,3.4176,7.8724
2.3593,3.0464,3.3941,7.61
1.8012,2.2809,2.6117,5.6447
1.9533,2.6839,3.0766,7.0256
1.9272,2.5731,2.9193,6.3702
1.843,2.2833,2.4573,5.781
2.0131,2.8655,3.5157,7.8496
2.0909,2.7386,3.1047,6.9412
1.8481,2.2968,2.5154,5.8071
2.3311,3.0158,3.3848,7.4319
1.7488,2.3734,2.6459,6.1015
2.011,2.4851,2.7566,6.3258
2.3661,3.1491,3.5853,7.6756
1.9307,2.6025,3.0204,7.0882
1.8549,2.4315,2.7517,6.1
2.2226,2.9188,3.193,7.2658
1.9436,2.4831,2.781,6.1477
1.9637,2.5901,3.0768,6.9749
2.0968,2.891,3.2205,7.1958
2.2104,2.8978,3.25,7.1532
1.4078,1.8352,2.1376,5.1564
1.969,2.6582,2.9906,6.8448
2.2278,2.9655,3.3759,7.289
2.1224,2.6374,2.8993,6.6302
2.046,2.8849,3.4267,7.5895
2.0097,2.5667,2.7847,6.5592
1.7394,2.2161,2.4814,5.5133
1.7113,2.4309,3.1413,6.9292
2.1679,2.928,3.2768,7.4242
2.0029,2.4746,2.7878,6.2528
2.1246,2.7984,3.0525,6.9257
1.9055,2.5656,2.9206,6.7383
1.8631,2.4209,2.7406,6.0478
2.6841,3.497,3.8434,8.6905
1.7781,2.4325,2.9302,6.5231
1.8082,2.2715,2.4624,5.8562
2.1344,2.8556,3.1954,7.025
2.1686,2.7849,3.164,6.8511
1.5052,1.9222,2.1429,4.9738
2.4095,3.2015,3.6064,7.9438
2.153,2.759,3.0217,6.8778
1.6159,2.1871,2.772,6.4628
1.9593,2.7838,3.2648,6.9794
1.9057,2.4407,2.6707,6.1524
2.1204,2.6662,2.9942,6.6454
2.1225,2.9138,3.3297,7.913
2.0651,2.7825,3.1154,6.94
1.8183,2.218,2.515,5.6005
1.66,2.3151,2.8865,6.6677
1.8987,2.5072,2.8375,6.4415
1.9304,2.484,2.721,6.2153
2.3919,3.1709,3.5538,7.7731
1.8361,2.498,2.9411,6.4565
1.826,2.2887,2.5228,5.8365
2.0125,2.7337,3.1112,6.6394
1.9767,2.7039,3.1824,7.588
1.8422,2.3385,2.5995,5.9878
2.367,3.1131,3.517,7.6851
1.9556,2.5675,2.8464,6.3294
1.7755,2.3503,2.6897,6.0961
1.9854,2.6898,2.9527,6.698
2.2756,2.8602,3.1845,7.1494
1.7025,2.2681,2.7084,6.0203
2.1607,2.9071,3.2259,7.3552
2.0699,2.7219,3.0753,6.7004
1.7489,2.1007,2.2896,5.3514
2.0455,2.8813,3.4519,7.5888
2.2309,2.9809,3.4075,7.4352
1.9733,2.5084,2.7491,6.2819
1.7992,2.5582,3.3795,7.6614
1.7654,2.3484,2.5803,6.0099
1.809,2.2718,2.5156,5.7368
2.505,3.3546,3.813,8.1609
2.0902,2.8334,3.2367,7.5868
1.6791,2.1156,2.3846,5.3436
2.1275,2.7485,2.9978,6.8587
1.6132,2.2165,2.7122,6.167
2.1601,2.79,3.1812,7.1329
2.3022,3.1112,3.4652,7.659
2.1923,2.7719,3.1304,6.8743
1.6905,2.1664,2.3678,5.6955
2.1871,2.8892,3.196,7.2637
1.8835,2.5291,2.8842,6.1553
1.7453,2.256,2.578,6.1269
2.1526,2.9504,3.3471,7.3647
2.1458,2.7318,2.9629,6.8773
1.8675,2.3943,2.6779,5.928
2.0212,2.8304,3.296,7.2522
2.1731,2.7975,3.0869,7.026
2.0985,2.5704,2.8948,6.4684
1.675,2.3726,3.0489,6.9391
1.9847,2.6753,3.0356,6.8658
1.7122,2.1508,2.4537,5.3937
2.1106,2.7068,2.9678,6.7455
1.9775,2.7124,3.1862,7.115
1.9964,2.5278,2.7298,6.4737
2.2835,3.05,3.4032,7.4983
1.7061,2.3374,2.9498,6.7009
1.6165,2.1096,2.3454,5.3675
2.5115,3.3677,3.7934,8.2893
2.2339,2.9102,3.1905,7.2128
1.7247,2.1807,2.466,5.7629
2.0405,2.7896,3.1936,6.845
2.0289,2.5841,2.858,6.4473
1.5598,2.0992,2.5385,5.7265
2.3808,3.1918,3.4734,8.2038
2.009,2.6243,2.9255,6.5033
1.9795,2.4621,2.791,6.1388
1.9366,2.6751,3.0308,6.915
2.069,2.7111,3.0385,6.7775
1.9498,2.4149,2.6256,6.0935
2.0553,2.8516,3.4087,7.7963
2.1035,2.8228,3.2197,7.0538
2.0443,2.5493,2.8047,6.4339
2.0502,2.8192,3.2166,6.8118
1.6307,2.1661,2.4625,5.806
1.9085,2.4348,2.729,6.1604
2.4233,3.2014,3.6446,7.8407
1.6372,2.2786,2.8285,6.4843
1.6755,2.1125,2.3772,5.4625
1.9659,2.5897,2.8223,6.4696
2.4228,3.0619,3.4036,7.6317
1.8259,2.462,2.8923,6.3589
2.2447,3.0306,3.3543,7.5883
1.9975,2.5899,2.9239,6.3902
1.5644,2.0538,2.3811,5.7377
1.8785,2.6061,2.9601,6.5256
2.4617,3.239,3.6825,7.9779
1.8648,2.2691,2.5112,5.7398
2.11,2.8814,3.3452,7.5346
1.8388,2.4214,2.6352,6.0643
1.8596,2.3267,2.5768,5.8334
2.118,3.0166,3.7381,8.1847
2.1375,2.762,3.0287,7.076
1.8932,2.4093,2.7107,6.0017
2.2712,2.9386,3.2032,7.3067
1.897,2.5777,2.9274,6.6188
1.7798,2.206,2.4976,5.5876
2.2898,3.0596,3.4064,7.5084
1.7732,2.4717,3.2203,7.2757
1.8457,2.4154,2.6636,6.2252
2.3029,3.0751,3.4331,7.6326
1.9021,2.4713,2.8259,6.0588
1.9174,2.4666,2.7599,6.586
2.3149,3.1382,3.5305,7.815
2.2749,2.8781,3.1119,7.2488
1.4777,1.9553,2.3262,5.3375
2.0143,2.7617,3.1662,6.9645
1.8732,2.4498,2.7055,6.0968
2.2688,2.8363,3.1906,7.0722
2.0334,2.848,3.2503,7.3999
2.0737,2.6928,3.001,6.7713
1.9069,2.4189,2.7564,5.9948
1.818,2.5378,3.0871,7.1634
2.2002,3.0304,3.4696,7.5281
1.8411,2.2276,2.3944,5.7058
2.2118,2.8988,3.2308,7.1364
1.9716,2.6374,3.0374,6.8387
1.7527,2.2424,2.4662,5.6429
2.1876,2.8836,3.2415,7.0794
1.9121,2.5545,2.91,6.8952
1.98,2.4876,2.7603,6.3868
2.1274,2.9148,3.337,7.0622
2.117,2.723,3.0134,6.7498
1.547,2.019,2.3515,5.327
2.4069,3.1865,3.4866,8.088
2.1648,2.8537,3.2079,7.0218
1.7161,2.3423,2.9747,6.6741
2.0682,2.8534,3.1887,7.2773
2.0012,2.5372,2.8354,6.3754
1.6271,2.0322,2.2079,5.1084
2.1763,3.0077,3.4863,7.9389
2.1589,2.8963,3.2946,7.1735
1.8578,2.2468,2.466,5.7226
1.729,2.4399,3.0525,6.7461
1.886,2.4713,2.7035,6.3509
2.1791,2.7701,3.0918,6.9309
2.6368,3.4562,3.9296,8.4437
1.8118,2.459,2.8025,6.2988
1.8838,2.4051,2.7168,6.0373
2.0448,2.7142,2.9651,6.7134
1.7412,2.3947,2.8522,6.5831
1.819,2.3216,2.6418,5.866
2.2818,2.9727,3.272,7.4023
2.0964,2.7127,3.0593,6.6775
1.7923,2.3005,2.5159,6.0233
1.9536,2.691,3.0338,6.592
2.384,3.0587,3.4806,7.5391
1.6238,2.1863,2.7023,6.2998
2.2231,3.0625,3.521,7.8725
2.0108,2.6709,2.9412,6.6439
1.8368,2.2547,2.5228,5.6761
1.8242,2.5667,3.1074,6.7839
2.3188,3.0126,3.291,7.681
1.9935,2.6019,2.9318,6.416
1.8145,2.562,3.2017,7.5063
1.8119,2.3934,2.6849,6.0981
1.8148,2.2554,2.551,5.6866
2.3697,3.156,3.5041,7.7527
2.0966,2.8536,3.3211,7.4977
1.7599,2.1782,2.3628,5.5768
2.2937,2.9613,3.2997,7.3468
1.6422,2.2928,2.8591,6.2271
1.7502,2.2557,2.4978,5.7796
2.4434,3.319,3.7608,8.1063
2.2034,2.7431,2.9599,6.9132
1.7393,2.2756,2.5665,5.8862
2.2219,2.9901,3.3807,7.4021
2.0266,2.629,2.8954,6.5252
1.8281,2.3346,2.7134,6.3365
2.055,2.7923,3.0827,6.9976
2.1396,2.758,3.0723,6.8611
1.9287,2.4586,2.8023,6.0669
1.9034,2.6488,3.1232,7.2206
1.763,2.349,2.666,5.8546
2.0588,2.5409,2.767,6.4394
1.8101,2.5705,3.3635,7.5354
2.1237,2.8722,3.3095,7.3404
1.6597,2.0897,2.2926,5.2678
2.136,2.7996,3.1449,6.8796
2.0367,2.7528,3.1012,7.2757
2.1267,2.7157,3.0092,6.8996
2.2772,3.1165,3.5551,7.5512
1.6866,2.2735,2.7199,6.4049
1.7167,2.2052,2.4923,5.6319
2.1178,2.7482,2.9921,6.9015
2.1944,2.9147,3.2819,7.1331
1.7929,2.3097,2.6739,6.0148
2.0939,2.8149,3.1326,6.9984
2.1451,2.7498,3.1046,6.8035
1.5366,2.0522,2.3482,5.5539
2.4363,3.3262,3.7184,8.4051
2.1969,2.8598,3.2416,7.0599
2.0462,2.5043,2.7464,6.3263
1.9457,2.7411,3.1824,6.9436
2.0246,2.6455,2.88,6.6548
1.6101,1.9701,2.196,4.9723
1.8698,2.6343,3.5505,7.96
1.9417,2.6035,2.9245,6.6586
1.9844,2.5086,2.8236,6.3067
2.1787,2.868,3.1534,7.0911
1.7644,2.3495,2.7271,6.3042
1.9435,2.5418,2.9178,6.3237
2.3506,3.0931,3.4053,7.6662
1.7376,2.4345,3.0807,6.876
1.709,2.1343,2.3106,5.5606
1.9689,2.658,2.9801,6.5338
2.0265,2.6153,2.9706,6.4305
1.9629,2.5965,2.9342,6.8018
2.459,3.3222,3.7384,8.2757
1.9128,2.4686,2.709,6.1411
1.6015,2.1062,2.4906,5.7701
1.9827,2.7484,3.165,6.8382
2.4594,3.1652,3.4992,7.9146
1.9177,2.3913,2.713,5.9618
2.0742,2.7976,3.0919,7.3417
2.0322,2.6597,2.9507,6.654
2.0221,2.5223,2.8503,6.2974
1.702,2.4144,2.8837,6.4663
2.1931,2.8887,3.2504,7.2861
1.9342,2.43,2.639,6.1225
2.3978,3.1213,3.4806,7.6939
1.8046,2.5307,3.0586,6.6594
1.6472,2.0364,2.2367,5.2393
2.4453,3.2422,3.662,7.9554
1.8228,2.485,3.0438,7.2821
1.8248,2.4125,2.7318,6.1232
